Ensembl_ID	PD1-001	PD1-003	PD1-004	PD1-005	PD1-011	PD1-017	PD1-019	PD1-020	PD1-027
ENSG00000259668	7	40.29	19.5	42.71	64.67	29.4	32.25	8	18.19
ENSG00000259669	0	0	0	0	0	0	0	0	0
ENSG00000259670	2.13	1	1.05	5.06	6.47	1.02	4.13	1.03	3.1
ENSG00000259671	0	0	0	0	0	0	0	0	0
ENSG00000259672	0	0	0	0	0	0	0	0	0
ENSG00000259673	56.94	27.73	5.84	21.02	59.28	53.79	33.98	54.43	22.84
ENSG00000259674	0	0	0	0	0	0	1	0	0
ENSG00000259675	0	0	0	0	0	0	0	0	0
ENSG00000259676	0	0	0	0	0	0	0	0	0
ENSG00000259677	0	0	0	0	0	0	0	0	0
ENSG00000259678	0	0	0	0	1.01	0	0	0	0
ENSG00000259680	0	0	0	0	0	0	0	0	0
ENSG00000259681	0	0	0	0	0	0	0	0	0
ENSG00000259682	0	0	0	0	0	0	0	0	0
ENSG00000259683	5.03	6	0	2.01	7.1	11.42	48.08	2	7.01
ENSG00000259684	0	0	0	0	0	0	0	0	0
ENSG00000259685	0	0	0	0	0	0	0	0	0
ENSG00000259686	0	4	1	3	10.85	1	56.68	1	0
ENSG00000259687	0	0	0	0	0	0	0	0	0
ENSG00000259688	0	0	0	0	0	0	0	0	0
ENSG00000259690	0	0	0	0	0	0	0	0	0
ENSG00000259691	0	0	0	0	0	0	0	0	0
ENSG00000259692	0	0	0	0	0	0	0	0	0
ENSG00000259694	0	0	0	0	0	0	1	0	0
ENSG00000259695	0	0	0	0	0	0	0	0	0
ENSG00000259696	5	4	2	1	0	1	104.87	0	0
ENSG00000259697	0	0	0	0	0	0	0	0	0
ENSG00000259698	0	0	0	0	0	0	0	0	0
ENSG00000259699	10	1	4	3	19	5	13	5	6
ENSG00000259700	0	0	0	0	0	0	0	0	0
ENSG00000259701	0	0	0	0	0	0	0	0	0
ENSG00000259702	0	0	0	0	0	0	0	0	0
ENSG00000259703	0	0	0	0	0	0	0	0	0
ENSG00000259704	0	0	0	0	0	0	0	0	0
ENSG00000259705	0	0	0	0	0	0	0	0	0
ENSG00000259706	1	22.38	30	15.77	69.11	54	76	23	19
ENSG00000259707	2	0	1	5	13	1	56.11	1	5
ENSG00000259708	0	0	0	0	0	0	0	0	0
ENSG00000259709	15.69	41.56	25	13.76	136.07	13	40.87	15	55
ENSG00000259710	0	0	1	0	4	0	2	0	0
ENSG00000259711	0	0	0	0	0	0	0	0	0
ENSG00000259712	0	0	0	0	0	0	0	0	0
ENSG00000259713	0	0	0	0	0	0	0	0	0
ENSG00000259715	1	0	0	0	0	0	0	0	0
ENSG00000259717	0	0	0	0	0	0	0	0	0
ENSG00000259719	0	0	0	0	0	0	0	0	0
ENSG00000259720	0	0	0	0	0	0	0	0	0
ENSG00000259721	0	1	0	12.91	24.28	2.01	22.46	3.02	0
ENSG00000259722	0	0	0	0	0	0	0	0	0
ENSG00000259723	0	0	0	0	0	0	0	0	0
ENSG00000259724	0	0	0	0	0	0	0	0	0
ENSG00000259725	0	0	0	0	0	0	0	0	0
ENSG00000259726	23.25	245.27	11.09	14.51	197.01	76	483.94	18.14	141.7
ENSG00000259727	0	0	0	0	0	0	0	0	0
ENSG00000259728	0	0	2	0	2	0	17.04	1	0
ENSG00000259730	0	0	0	0	0	0	0	0	0
ENSG00000259731	0	0	0	0	0	0	0	0	0
ENSG00000259732	0	0	0	0	0	0	0	0	0
ENSG00000259734	0	0	0	0	0	0	0	0	0
ENSG00000259735	0	0	0	0	0	0	0	0	0
ENSG00000259736	4.03	3.07	0	5.11	6.21	4.02	11	1	7
ENSG00000259737	0	0	0	0	0	0	0	0	0
ENSG00000259738	5.15	0	2	0	0	0	20.8	0	0
ENSG00000259740	0	0	0	0	0	0	0	0	0
ENSG00000259742	0	0	0	0	0	0	0	0	0
ENSG00000259743	0	0	0	0	0	0	0	0	0
ENSG00000259744	0	0	0	0	0	0	0	0	0
ENSG00000259746	2.26	3.24	7.71	3.6	98.66	16.96	12.65	6.7	8.34
ENSG00000259747	0	0	0	0	0	0	0	0	0
ENSG00000259749	0	0	0	0	0	7	23	0	0
ENSG00000259750	0	1	0	0	1	0	8	0	0
ENSG00000259751	0	0	0	0	0	0	32	0	2
ENSG00000259752	0	0	0	0	0	0	0	0	0
ENSG00000259753	86.95	549.92	239.56	173.97	1471.13	197.33	153.2	233.51	380.5
ENSG00000259754	0	0	0	0	0	0	0	0	0
ENSG00000259755	0	1.4	0	0	0	0	0	0	0
ENSG00000259756	0	0	0	0	0	0	3	0	0
ENSG00000259757	0	0	0	0	0	0	0	0	0
ENSG00000259759	0	0	0	0	0	0	0	0	0
ENSG00000259760	0	0	0	0	0	0	0	0	0
ENSG00000259761	0	0	0	0	0	0	0	0	0
ENSG00000259762	0	0	0	0	0	0	0	0	0
ENSG00000259763	0	0	0	0	0	0	0	0	0
ENSG00000259764	0	0	0	0	0	0	0	0	0
ENSG00000259767	0	0	0	0	0	0	0	0	0
ENSG00000259768	22.22	116.75	50.81	70.11	130.84	154.1	79.24	64.74	313.93
ENSG00000259769	0	0	0	0	0	0	0	0	0
ENSG00000259770	0	0	0	0	0	0	14	0	0
ENSG00000259771	0	0	0	0	0	0	0	0	0
ENSG00000259772	9	14	105	69	170	43	54	9	19
ENSG00000259773	0	1.02	5.94	5.71	18.6	12.44	3	2.09	2.13
ENSG00000259774	0	0	0	0	0	0	0	0	0
ENSG00000259775	0	0	0	0	0	0	0	0	0
ENSG00000259776	0	0	0	0	0	0	0	0	0
ENSG00000259779	0	0	0	0	0	0	0	0	0
ENSG00000259780	0	0	0	0	0	0	54.29	0	0
ENSG00000259781	958.63	323.52	707.17	468.12	179.93	498.35	72.68	755.87	965.52
ENSG00000259782	0	0	0	0	1	0	0	0	0
ENSG00000259783	0	0	0	0	0	0	0	0	0
ENSG00000259784	0	0	0	0	14.43	1.7	5.97	0	1.97
ENSG00000259786	0	0	0	0	0	0	0	0	0
ENSG00000259788	0	0	0	0	0	0	0	0	0
ENSG00000259789	0	0	0	0	0	0	0	0	0
ENSG00000259790	0	2	0	4.01	14.18	1	50	0	1
ENSG00000259791	0	0	0	0	0	0	0	0	0
ENSG00000259792	0	0	0	0	0	0	0	0	0
ENSG00000259793	0	0	0	0	0	0	0	0	0
ENSG00000259797	0	0	0	0	0	0	0	0	0
ENSG00000259798	0	0	0	0	0	0	0	0	0
ENSG00000259799	0	0	0	0	0	0	0	0	0
ENSG00000259800	0	0	0	0	0	0	0	0	0
ENSG00000259802	0	0	0	0	0	0	0	0	0
ENSG00000259803	5	191	10	6	3	8	88	53	84
ENSG00000259804	0	0	0	0	0	0	0	0	0
ENSG00000259805	0	0	0	0	1	0	0	0	0
ENSG00000259807	0	0	0	0	1	0	0	0	0
ENSG00000259810	1	1	4	3	18	12	14	13	2
ENSG00000259813	0	0	0	0	0	0	0	0	0
ENSG00000259814	0	0	0	0	0	0	0	0	0
ENSG00000259815	0	0	0	0	0	0	0	0	0
ENSG00000259817	0	0	0	0	0	0	0	0	0
ENSG00000259818	0	0	0	0	0	0	0	0	0
ENSG00000259819	0	0	0	0	0	0	0	0	0
ENSG00000259820	0	0	0	0	1	1	0	1	0
ENSG00000259821	0	0	0	0	0	0	0	0	0
ENSG00000259822	0	0	0	0	0	0	0	0	0
ENSG00000259823	1	5	0	0	1	2	78	0	1
ENSG00000259826	9	2	4	4	19	14	25	5	5
ENSG00000259827	0	0	0	0	0	0	0	0	0
ENSG00000259828	0	0	0	0	0	0	0	0	0
ENSG00000259831	0	0	0	0	0	0	0	0	0
ENSG00000259832	1	0	2	1	1	0	6	0	0
ENSG00000259833	0	0	0	0	0	0	0	0	0
ENSG00000259834	0	0	0	0	0	0	0	0	0
ENSG00000259836	0	0	0	0	0	0	0	0	0
ENSG00000259837	0	0	0	0	0	0	0	0	0
ENSG00000259838	0	0	0	0	0	0	3.19	0	0
ENSG00000259839	0	0	0	0	0	0	0	0	0
ENSG00000259840	0	0	0	0	0	0	0	0	0
ENSG00000259841	0	0	0	0	0	0	0	0	0
ENSG00000259842	0	0	0	0	0	0	0	0	0
ENSG00000259843	0	0	0	0	0	0	0	0	0
ENSG00000259844	0	0	0	0	0	0	0	0	0
ENSG00000259845	10.81	11.34	23.62	5.15	29.43	4.12	38.33	90.5	204.48
ENSG00000259846	0	0	0	0	0	0	0	0	0
ENSG00000259847	0	0	0	0	0	0	0	0	0
ENSG00000259848	2.4	0	0	0	0	0	61.54	0	0
ENSG00000259849	0	0	0	0	0	0	1	0	0
ENSG00000259852	0	0	0	0	0	0	0	0	0
ENSG00000259854	0	0	0	0	0	0	0	0	0
ENSG00000259855	0	0	0	0	0	0	0	0	0
ENSG00000259856	99.11	249.59	164.63	132.91	487.43	274.31	135.6	150.87	230.55
ENSG00000259859	0	0	0	0	0	0	0	0	0
ENSG00000259861	0	0	0	0	0	0	0	0	0
ENSG00000259862	0	0	0	0	0	0	0	0	0
ENSG00000259863	0	0	0	0	0	0	0	0	0
ENSG00000259864	0	0	0	0	0	0	0	0	0
ENSG00000259865	0	0	0	0	0	0	0	0	0
ENSG00000259866	0	0	0	0	0	0	0	0	0
ENSG00000259867	0	0	0	0	0	0	0	0	0
ENSG00000259868	0	0	0	0	0	0	0	0	0
ENSG00000259869	0	0	0	0	0	0	0	0	0
ENSG00000259870	0	0	0	0	0	0	0	0	0
ENSG00000259871	0	0	0	0	0	0	0	0	0
ENSG00000259873	0	0	0	0	0	0	0	0	0
ENSG00000259874	0	0	0	0	0	0	0	0	0
ENSG00000259876	0	0	0	0	0	0	0	0	0
ENSG00000259877	0	0	0	0	0	0	0	0	0
ENSG00000259878	0	0	0	0	0	0	0	0	0
ENSG00000259881	9.64	39.61	25.11	3.11	22.55	2.12	23.07	32.09	10.49
ENSG00000259882	0	3	0	1	0	0	36.42	0	0
ENSG00000259883	0	0	0	0	0	0	0	0	0
ENSG00000259884	0	1	1.15	11.79	123.13	0	0	0	0
ENSG00000259887	1	0	2	3	8	1	35	1	1
ENSG00000259888	0	0	0	0	0	0	0	0	0
ENSG00000259889	0	0	0	0	0	0	0	0	0
ENSG00000259890	0	0	0	0	0	0	0	0	0
ENSG00000259891	1	0	0	0	0	0	0	0	0
ENSG00000259892	0	2	0	1	6.08	4	76.46	4	1.51
ENSG00000259895	0	0	0	0	0	0	0	2	0
ENSG00000259897	0	0	0	0	0	0	0	0	0
ENSG00000259898	0	0	0	0	0	0	0	0	0
ENSG00000259899	0	0	0	0	0	0	0	0	0
ENSG00000259900	0	0	0	0	11.26	0	0	1.52	3.24
ENSG00000259904	0	0	0	0	1	0	19	0	0
ENSG00000259905	0	0	0	0	0	0	0	0	0
ENSG00000259906	0	0	0	0	0	0	0	0	0
ENSG00000259907	0	0	0	0	0	0	0	0	0
ENSG00000259909	0	0	0	0	0	0	1.09	4	0
ENSG00000259910	0	0	0	0	0	0	0	0	0
ENSG00000259912	0	0	0	0	0	0	0	0	0
ENSG00000259914	0	0	0	0	0	0	0	0	0
ENSG00000259915	0	0	0	0	3	0	0	0	0
ENSG00000259916	0	1	1	0	26.32	0	42.38	4	0
ENSG00000259917	7.16	19.96	16.5	15.64	94.92	28.18	165.35	30.01	37.14
ENSG00000259918	1.02	9.7	14.46	5.52	39.24	3.09	15	10.26	5.18
ENSG00000259920	0	0	0	0	0	0	0	0	0
ENSG00000259921	0	1	2	0	1	0	0	0	1
ENSG00000259922	0	0	1	0	19	1	9	0	0
ENSG00000259923	0	0	0	0	0	0	0	0	2.12
ENSG00000259924	18.67	152.58	267.68	312.39	451.31	178.95	85.67	157.37	105.03
ENSG00000259925	0	0	0	0	0	0	0	0	0
ENSG00000259926	0	0	0	0	0	0	0	0	0
ENSG00000259928	0	0	0	0	0	0	0	0	0
ENSG00000259929	0	0	0	0	0	0	0	0	0
ENSG00000259931	0	0	0	0	0	0	0	0	0
ENSG00000259932	3	22.63	17.86	4.99	50.93	12.39	131	16.96	19.98
ENSG00000259933	1	1	0	0	11.44	2.13	0	19.7	1.03
ENSG00000259934	0	0	0	0	0	0	0	0	0
ENSG00000259935	0	0	0	0	0	0	0	0	0
ENSG00000259937	0	0	0	0	0	0	0	0	0
ENSG00000259939	0	0	0	0	0	0	0	0	0
ENSG00000259940	7.37	9.28	35.63	41.3	59.89	39.85	60.39	49.22	35.05
ENSG00000259941	0	5.79	1.98	2.21	0	1.97	22	2.8	3.92
ENSG00000259943	0	1	0	0	0	0	0	0	0
ENSG00000259944	0	0	0	0	0	0	0	0	0
ENSG00000259945	0	0	0	0	0	0	0	0	0
ENSG00000259946	0	0	0	0	0	0	0	0	0
ENSG00000259947	0	0	0	0	0	0	0	0	0
ENSG00000259948	16.37	284.49	228.59	78.73	995.18	186.81	40.38	235.91	210.7
ENSG00000259950	0	0	0	1	6	0	0	0	0
ENSG00000259952	2602.62	2414.46	1602.62	1488.06	3872.12	3807.52	176.15	2533.21	4200.79
ENSG00000259953	0	0	0	0	0	0	1	0	0
ENSG00000259954	30.82	49.51	55.06	87.73	44.8	29.57	77.15	10.71	2.38
ENSG00000259955	0	0	0	0	0	0	0	0	0
ENSG00000259956	836	1020	1794	1345	3765.57	2386	289	1519	4176
ENSG00000259957	0	0	0	0	0	0	0	0	0
ENSG00000259959	0	1	0	0	0	0	0	0	0
ENSG00000259961	0	0	0	0	0	0	0	0	0
ENSG00000259962	0	0	0	0	1	0	3	0	0
ENSG00000259963	0	0	0	0	0	0	0	0	0
ENSG00000259964	0	0	0	0	0	0	0	0	0
ENSG00000259966	0	0	0	0	0	0	0	0	0
ENSG00000259967	0	0	0	0	0	0	0	0	0
ENSG00000259968	0	0	0	0	0	0	0	0	0
ENSG00000259969	0	0	0	0	0	0	0	0	0
ENSG00000259970	20.65	20.9	13.02	30.83	55.99	46.52	50.83	9.17	18.16
ENSG00000259971	0	0	0	0	0	0	0	0	0
ENSG00000259972	27.87	61.16	46.62	33.84	167.81	43.37	23.57	72.16	102.88
ENSG00000259974	0	0	0	0	0	0	0	0	0
ENSG00000259976	0	1	0	0	1	0	0	0	0
ENSG00000259977	0	0	0	0	0	0	0	0	0
ENSG00000259978	0	0	0	0	0	0	0	0	0
ENSG00000259979	0	0	0	0	0	0	0	0	0
ENSG00000259981	0	0	0	0	0	0	0	0	0
ENSG00000259982	0	0	0	0	0	0	1	0	0
ENSG00000259983	0	0	0	0	0	0	0	0	0
ENSG00000259984	0	0	0	0	0	0	0	0	0
ENSG00000259985	0	0	0	0	0	0	0	0	0
ENSG00000259986	0	0	0	0	0	0	0	0	0
ENSG00000259987	0	0	0	0	0	0	0	0	0
ENSG00000259989	0	0	0	0	0	0	0	0	0
ENSG00000259990	0	0	0	0	0	0	0	0	0
ENSG00000259992	19.56	9.83	4.48	5.75	0	15.41	0	12.33	11.98
ENSG00000259993	22.3	25.19	0	3.1	0	0	148.61	8.35	216.16
ENSG00000259994	0	0	0	0	0	0	0	1	0
ENSG00000259995	0	0	0	0	0	0	0	0	0
ENSG00000259996	0	0	0	0	0	0	0	0	0
ENSG00000259997	0	0	0	0	0	0	0	0	0
ENSG00000259998	0	0	0	0	0	0	0	0	0
ENSG00000259999	0	0	0	0	0	0	0	0	0
ENSG00000260000	0	0	0	0	0	0	0	0	0
ENSG00000260001	10	18	2	7	27	17	166	17	30
ENSG00000260003	0	0	0	0	0	0	0	0	0
ENSG00000260004	0	0	0	0	0	0	0	0	0
ENSG00000260005	89.38	137.1	86.87	86.26	86.42	203.9	296.09	104.26	204.2
ENSG00000260007	0	0	0	0	0	1.94	0	0	0
ENSG00000260008	0	0	0	0	0	0	0	0	0
ENSG00000260009	0	0	0	0	0	0	0	0	0
ENSG00000260010	0	0	0	0	0	0	0	0	0
ENSG00000260011	0	0	0	0	0	0	0	0	0
ENSG00000260012	0	0	0	0	0	0	1	0	0
ENSG00000260014	0	0	0	0	1	0	1	0	0
ENSG00000260015	0	0	0	0	0	0	0	0	0
ENSG00000260017	0	4.5	13.8	9.14	52.44	22.24	5.38	9.34	12.65
ENSG00000260018	0	0	0	0	0	0	0	0	0
ENSG00000260019	0	0	0	0	0	0	0	0	0
ENSG00000260021	0	0	0	0	0	0	0	0	0
ENSG00000260022	0	0	1	0	0	0	0	0	0
ENSG00000260024	0	0	0	0	0	0	0	0	0
ENSG00000260025	0	0	0	0	0	0	0	0	0
ENSG00000260026	0	0	0	0	0	0	0	0	0
ENSG00000260027	14	12	29	108	69	104	149.6	75	1503
ENSG00000260029	0	0	0	0	0	0	0	0	0
ENSG00000260030	0	0	0	0	0	0	0	0	0
ENSG00000260031	0	0	0	0	0	0	11	0	0
ENSG00000260032	2	5	6	1	22	4	1	6	3
ENSG00000260033	0	2	5	2	12	4	3	5	5
ENSG00000260034	0	1	0	0	0	1	0	0	1
ENSG00000260035	0	0	0	0	0	1	0	0	0
ENSG00000260036	1.09	28.32	0	2.07	22.67	13.38	63	6.13	3.02
ENSG00000260037	0	0	0	0	0	0	0	0	0
ENSG00000260038	0	0	0	0	0	0	0	0	0
ENSG00000260041	0	0	0	0	0	0	0	0	0
ENSG00000260042	0	0	0	0	0	0	0	0	0
ENSG00000260046	0	0	0	0	0	0	0	0	0
ENSG00000260047	3.13	0	0	1.48	0	0	0	8.93	0
ENSG00000260048	0	0	0	0	0	0	0	0	0
ENSG00000260049	0	0	0	0	0	0	0	0	0
ENSG00000260051	0	0	0	0	0	0	0	0	0
ENSG00000260052	0	0	0	0	0	0	0	0	0
ENSG00000260053	0	0	0	1.02	0	23.91	44.21	0	0
ENSG00000260057	0	0	0	0	0	0	0	0	0
ENSG00000260058	0	0	0	0	0	0	0	0	0
ENSG00000260059	0	0	0	0	0	0	0	0	0
ENSG00000260060	0	0	0	0	0	0	0	0	0
ENSG00000260062	0	0	0	0	0	0	1	0	0
ENSG00000260063	0	0	0	0	1	0	0	1	0
ENSG00000260064	0	0	0	0	0	0	0	0	0
ENSG00000260066	0	0	0	0	0	0	0	0	0
ENSG00000260067	0	0	0	0	0	0	0	0	0
ENSG00000260068	0	0	0	0	0	0	0	0	0
ENSG00000260070	0	0	0	0	0	0	0	0	0
ENSG00000260071	0	0	0	0	0	0	0	0	0
ENSG00000260072	0	0	0	0	0	0	0	0	0
ENSG00000260073	0	0	0	0	0	0	0	0	0
ENSG00000260075	56.76	456.21	491.62	148.51	1387.16	213.2	119.88	337.01	1063.93
ENSG00000260077	0	0	0	0	0	0	0	0	0
ENSG00000260078	0	0	1	3	4.01	2	67	0	0
ENSG00000260081	0	0	0	0	0	0	0	0	0
ENSG00000260082	0	0	0	0	0	0	1	0	0
ENSG00000260083	3.01	2	7	7	10.12	4	3.06	8	13.04
ENSG00000260084	0	0	0	0	0	0	0	0	0
ENSG00000260086	0	0	0	0	0	0	0	0	0
ENSG00000260087	0	0	0	0	0	1	8.68	0	0
ENSG00000260088	0	0	0	0	0	0	1	0	0
ENSG00000260089	0	0	0	0	0	0	0	0	0
ENSG00000260090	0	0	0	0	0	0	0	0	0
ENSG00000260091	117.56	399.83	308.03	277.21	1104.16	571.41	274.58	628.71	642.55
ENSG00000260092	12.19	1.49	0	0	0	44.8	5.83	21.27	22.09
ENSG00000260093	0	0	0	0	0	0	0	0	0
ENSG00000260094	0	0	0	0	0	0	0	0	0
ENSG00000260095	0	0	1	0	0	0	0	0	0
ENSG00000260096	0	0	0	0	0	0	0	0	0
ENSG00000260097	3330.25	8130.41	9654.93	12313.12	16975.36	9161.25	3781.01	7363.68	7237.13
ENSG00000260100	0	0	0	0	0	0	0	0	0
ENSG00000260101	0	0	0	0	0	0	0	0	0
ENSG00000260102	0	0	0	0	0	0	0	0	0
ENSG00000260103	0	0	0	0	1	2	1	0	0
ENSG00000260104	0	0	0	0	0	0	0	0	0
ENSG00000260105	13.23	23.18	17.37	13.04	105.95	97.96	328.42	10.95	2.29
ENSG00000260107	0	0	0	0	0	0	0	1.14	0
ENSG00000260108	0	0	0	0	0	0	0	0	0
ENSG00000260109	0	0	0	0	0	0	0	0	0
ENSG00000260111	0	0	0	0	0	0	0	0	0
ENSG00000260112	0	0	0	0	0	0	1	0	0
ENSG00000260113	0	0	0	0	0	0	0	0	0
ENSG00000260114	0	0	0	0	1	0	0	1	0
ENSG00000260115	0	0	0	0	0	0	0	0	0
ENSG00000260118	0	0	0	0	0	0	0	0	0
ENSG00000260120	0	0	0	0	0	0	0	0	0
ENSG00000260121	29.11	59.65	69.11	10.23	95.64	146.82	87.41	100.67	214.74
ENSG00000260122	0	0	0	0	0	0	0	0	0
ENSG00000260123	0	0	0	0	0	0	0	0	0
ENSG00000260125	0	0	0	0	0	0	0	0	0
ENSG00000260126	0	0	0	0	0	0	0	0	0
ENSG00000260128	0	14.34	0	2.4	0	4.02	4.52	0	33.41
ENSG00000260131	0	0	0	0	0	0	0	0	0
ENSG00000260132	0	0	0	0	0	0	0	0	0
ENSG00000260133	0	0	0	0	0	0	10.99	0	0
ENSG00000260134	0	0	0	0	0	0	0	0	0
ENSG00000260135	0	0	0	0	1	0	0	0	0
ENSG00000260136	61.01	28.23	7.96	21.5	15.36	40.49	71.43	21.08	54.41
ENSG00000260137	0	0	0	0	0	0	0	0	0
ENSG00000260139	31.94	110.55	22.02	32.65	154.32	6.11	530.57	51.77	163.1
ENSG00000260141	0	0	0	0	0	0	0	0	0
ENSG00000260142	0	0	0	0	0	0	0	0	0
ENSG00000260144	0	0	0	0	0	0	0	0	0
ENSG00000260145	0	0	0	0	0	0	0	0	0
ENSG00000260146	0	0	0	0	0	0	0	0	0
ENSG00000260147	0	0	0	0	0	0	0	0	0
ENSG00000260148	0	0	0	0	0	0	0	0	0
ENSG00000260151	0	0	0	0	0	0	0	0	0
ENSG00000260152	0	0	0	0	1	0	0	0	0
ENSG00000260153	0	0	0	0	0	0	0	0	0
ENSG00000260156	0	0	0	0	0	0	0	0	0
ENSG00000260157	0	0	0	0	0	0	4	0	0
ENSG00000260158	0	0	0	0	0	0	0	0	0
ENSG00000260159	0	10.24	0	0	0	0	23.69	0	0
ENSG00000260160	0	0	0	0	0	0	0	0	0
ENSG00000260161	0	0	0	0	0	0	0	0	0
ENSG00000260162	0	0	0	0	0	0	0	0	0
ENSG00000260163	0	0	0	0	0	0	0	0	0
ENSG00000260165	1	2	0	0	1	2	0	0	0
ENSG00000260166	0	0	0	0	0	0	0	0	0
ENSG00000260167	0	0	0	0	0	0	0	0	0
ENSG00000260170	0	174.44	333.31	101.1	810.89	347.58	65.21	231.74	50.16
ENSG00000260171	0	0	0	0	0	0	0	0	0
ENSG00000260172	0	0	0	0	0	0	0	0	0
ENSG00000260173	0	0	0	0	0	0	0	0	0
ENSG00000260174	3.03	4	1.18	7.03	10.37	19.05	124.38	4.95	0
ENSG00000260176	0.5	0	0	0	0	0	0	0	0
ENSG00000260177	0	0	0	0	0	0	0	0	0
ENSG00000260179	0	0	0	0	0	0	0	0	0
ENSG00000260182	0	0	0	1	0	0	2	0	0
ENSG00000260183	0	0	0	0	0	0	0	0	0
ENSG00000260184	0	0	0	0	0	0	0	0	0
ENSG00000260185	1.2	2.36	1.29	0	8.85	1.09	11.66	0	8.41
ENSG00000260186	0	0	0	0	0	0	0	1	0
ENSG00000260187	0	0	0	0	0	0	0	0	0
ENSG00000260188	0	0	0	0	0	0	0	0	0
ENSG00000260190	0	0	0	0	0	0	0	0	0
ENSG00000260192	0	0	0	0	0	0	0	0	0
ENSG00000260193	1	0	0	0	0	0	0	0	0
ENSG00000260194	0	0	0	0	0	0	0	0	0
ENSG00000260196	0	0	0	0	0	0	0	0	0
ENSG00000260197	0	0	0	0	0	0	0	0	0
ENSG00000260198	0	0	0	0	0	0	0	0	0
ENSG00000260201	0	0	0	0	0	0	0	0	0
ENSG00000260202	0	0	0	0	0	0	0	0	0
ENSG00000260205	0	0	0	0	0	0	0	0	0
ENSG00000260206	0	0	0	0	0	0	0	0	0
ENSG00000260207	0	0	0	0	0	0	0	0	0
ENSG00000260209	0	0	0	0	0	0	0	0	0
ENSG00000260211	4.5	130.85	0	8.06	1.09	0	235.26	18.46	319.16
ENSG00000260212	0	0	0	0	2	0	1	0	0
ENSG00000260213	0	1	0	0	0	0	0	0	0
ENSG00000260217	0	0	0	0	0	0	0	0	0
ENSG00000260218	0	0	0	0	0	0	0	0	0
ENSG00000260219	0	0	0	0	0	0	0	0	0
ENSG00000260220	0	0	0	0	0	0	0	0	1
ENSG00000260223	0	0	0	0	0	0	0	0	0
ENSG00000260224	0	0	0	0	0	0	0	0	0
ENSG00000260228	0	0	0	0	0	0	0	0	0
ENSG00000260229	15.01	23	26	26	367.54	44	38	23	86.01
ENSG00000260230	7	50	2	2	2	10	33	1	10
ENSG00000260231	0	1	0	0	0	0	0	0	0
ENSG00000260232	0	0	0	0	0	0	0	0	0
ENSG00000260233	0	0	0	0	0	0	0	0	0
ENSG00000260234	0	0	0	0	0	0	0	0	0
ENSG00000260235	0	0	0	0	0	0	0	0	0
ENSG00000260236	0	0	0	1	3	0	7	0	0
ENSG00000260237	0	0	0	0	0	0	0	0	0
ENSG00000260238	108.2	247.52	287.96	210.84	738.79	256.88	29.74	369.35	259.67
ENSG00000260239	0	0	0	0	0	0	0	0	0
ENSG00000260240	0	0	0	0	0	0	8	0	0
ENSG00000260242	0	0	0	0	0	0	0	0	0
ENSG00000260244	0	0	0	0	0	0	0	0	0
ENSG00000260246	2.39	8.68	26.56	4.29	70.17	2.4	43.66	90.4	3.5
ENSG00000260247	0	0	0	0	0	0	0	0	0
ENSG00000260249	0	1.07	0	0	0	0	1.34	2.08	0
ENSG00000260251	0	0	0	0	0	0	0	0	0
ENSG00000260252	1	0	0	0	0	0	0	0	0
ENSG00000260253	0	0	0	0	0	0	0	0	0
ENSG00000260254	0	0	0	0	0	0	0	0	0
ENSG00000260255	0	0	0	0	0	0	0	0	0
ENSG00000260256	0	0	0	0	0	0	0	0	0
ENSG00000260257	0	0	0	0	0	0	0	0	1
ENSG00000260258	0	0	0	0	0	0	0	0	0
ENSG00000260259	0	0	0	0	0	0	0	0	0
ENSG00000260260	2	0	0	1	0	0	0	1	0
ENSG00000260261	84.89	135.97	106.45	48.15	198.57	245.1	96.54	211.48	211.33
ENSG00000260262	0	0	0	0	0	0	0	0	0
ENSG00000260264	0	0	0	0	0	0	0	0	0
ENSG00000260265	0	0	0	0	0	0	0	0	0
ENSG00000260266	0	0	0	1	2	25.85	63.88	0	0
ENSG00000260267	1410.09	567.78	436.08	535.37	1135.9	1048.83	209.14	1050.47	1404.81
ENSG00000260268	0	0	0	0	0	0	0	0	0
ENSG00000260269	9.42	1.72	8.64	0.6	9.17	4.95	76.75	0	17.04
ENSG00000260271	0	0	0	0	0	0	0	0	0
ENSG00000260272	468.37	348.47	200.33	242.8	404.25	415.9	129.71	711.06	446.82
ENSG00000260273	0	0	0	0	0	0	0	0	0
ENSG00000260274	34.61	28.5	27.9	13.29	9.09	64.53	19.48	75.93	73.85
ENSG00000260275	0	0	0	0	0	0	0	0	0
ENSG00000260276	29	60.76	65.22	45.87	167.09	49.36	19.23	90.37	81.73
ENSG00000260277	0	0	0	0	0	0	0	0	0
ENSG00000260278	0	1	0	0	0	0	0	0	0
ENSG00000260279	0	0	0	0	0	0	0	0	0
ENSG00000260280	380.16	362.37	302.32	194.94	133.32	728.17	251.93	1209.23	654.35
ENSG00000260281	1.08	4	1	2	4.23	3	1	3.02	8.23
ENSG00000260282	0	1	1	0	4	0	2	0	0
ENSG00000260284	0	0	0	0	0	0	0	0	0
ENSG00000260285	0	0	0	0	0	0	0	1	0
ENSG00000260286	0	0	4.9	0	25.68	10.25	66	9	6
ENSG00000260287	0	0	0	0	0	5.66	3112.64	1421.12	0
ENSG00000260288	3	0	0	0	0	0	32	0	0
